Time [s],Channel,Value
0.001364000,1,6447225
0.001377500,2,13156595
0.001391050,1,6447225
0.001404550,2,13156595
0.001418100,1,6447225
0.001431600,2,13156595
0.001445150,1,6447225
0.001458650,2,13156595
0.001472200,1,6447225
0.001485700,2,13156595
0.001499250,1,6447225
0.001512750,2,13156595
0.001526300,1,6447225
0.001539800,2,13156595
0.001553300,1,6447225
0.001566850,2,13156595
0.001580350,1,6447225
0.001593900,2,13156595
0.001607400,1,6447225
0.001620950,2,13156595
0.001634450,1,6447225
0.001648000,2,13156595
0.001661500,1,6447225
0.001675050,2,13156595
0.001688550,1,6447225
0.001702100,2,13156595
0.001715600,1,6447225
0.001729150,2,13156595
0.001742650,1,6447225
0.001756150,2,13156595
0.001769700,1,6447225
0.001783200,2,13156595
0.001796750,1,6447225
0.001810250,2,13156595
0.001823800,1,6447225
0.001837300,2,13156595
0.001850850,1,6447225
0.001864350,2,13156595
0.001877900,1,6447225
0.001891400,2,13156595
0.001904950,1,6447225
0.001918450,2,13156595
0.001931950,1,6447225
0.001945500,2,13156595
0.001959000,1,6447225
0.001972550,2,13156595
0.001986050,1,6447225
0.001999600,2,13156595
0.002013100,1,6447225
0.002026650,2,13156595
0.002040150,1,6447225
0.002053700,2,13156595
0.002067200,1,6447225
0.002080750,2,13156595
0.002094250,1,6447225
0.002107750,2,13156595
0.002121300,1,6447225
0.002134800,2,13156595
0.002148350,1,6447225
0.002161850,2,13156595
0.002175400,1,6447225
0.002188900,2,13156595
0.002202450,1,6447225
0.002215950,2,13156595
0.002229500,1,6447225
0.002243000,2,13156595
0.002256550,1,6447225
0.002270050,2,13156595
0.002283600,1,6447225
0.002297100,2,13156595
0.002310600,1,6447225
0.002324150,2,13156595
0.002337650,1,6447225
0.002351200,2,13156595
0.002364700,1,6447225
0.002378250,2,13156595
0.002391750,1,6447225
0.002405300,2,13156595
0.002418800,1,6447225
0.002432350,2,13156595
0.002445850,1,6447225
0.002459400,2,13156595
0.002472900,1,6447225
0.002486400,2,13156595
0.002499950,1,6447225
0.002513450,2,13156595
0.002527000,1,6447225
0.002540500,2,13156595
0.002554050,1,6447225
0.002567550,2,13156595
0.002581100,1,6447225
0.002594600,2,13156595
0.002608150,1,6447225
0.002621650,2,13156595
0.002635200,1,6447225
0.002648700,2,13156595
0.002662200,1,6447225
0.002675750,2,13156595
0.002689250,1,6447225
0.002702800,2,13156595
0.002716300,1,6447225
0.002729850,2,13156595
0.002743350,1,6447225
0.002756900,2,13156595
0.002770400,1,6447225
0.002783950,2,13156595
0.002797450,1,6447225
0.002811000,2,13156595
0.002824500,1,6447225
0.002838050,2,13156595
0.002851550,1,6447225
0.002865050,2,13156595
0.002878600,1,6447225
0.002892100,2,13156595
0.002905650,1,6447225
0.002919150,2,13156595
0.002932700,1,6447225
0.002946200,2,13156595
0.002959750,1,6447225
0.002973250,2,13156595
0.002986800,1,6447225
0.003000300,2,13156595
0.003013850,1,6447225
0.003027350,2,13156595
0.003040850,1,6447225
0.003054400,2,13156595
0.003067900,1,6447225
0.003081450,2,13156595
0.003094950,1,6447225
0.003108500,2,13156595
0.003122000,1,6447225
0.003135550,2,13156595
0.003149050,1,6447225
0.003162600,2,13156595
0.003176100,1,6447225
0.003189650,2,13156595
0.003203150,1,6447225
0.003216650,2,13156595
0.003230200,1,6447225
0.003243700,2,13156595
0.003257250,1,6447225
0.003270750,2,13156595
0.003284300,1,6447225
0.003297800,2,13156595
0.003311350,1,6447225
0.003324850,2,13156595
0.003338400,1,6447225
0.003351900,2,13156595
0.003365450,1,6447225
0.003378950,2,13156595
0.003392500,1,6447225
0.003406000,2,13156595
0.003419500,1,6447225
0.003433050,2,13156595
0.003446550,1,6447225
0.003460100,2,13156595
0.003473600,1,6447225
0.003487150,2,13156595
0.003500650,1,6447225
0.003514200,2,13156595
0.003527700,1,6447225
0.003541250,2,13156595
0.003554750,1,6447225
0.003568300,2,13156595
0.003581800,1,6447225
0.003595300,2,13156595
0.003608850,1,6447225
0.003622350,2,13156595
0.003635900,1,6447225
0.003649400,2,13156595
0.003662950,1,6447225
0.003676450,2,13156595
0.003690000,1,6447225
0.003703500,2,13156595
0.003717050,1,6447225
0.003730550,2,13156595
0.003744100,1,6447225
0.003757600,2,13156595
0.003771100,1,6447225
0.003784650,2,13156595
0.003798150,1,6447225
0.003811700,2,13156595
0.003825200,1,6447225
0.003838750,2,13156595
0.003852250,1,6447225
0.003865800,2,13156595
0.003879300,1,6447225
0.003892850,2,13156595
0.003906350,1,6447225
0.003919900,2,13156595
0.003933400,1,4194304
0.003946950,2,11976256
0.003960450,1,4194304
0.003973950,2,11976256
0.003987500,1,4194304
0.004001000,2,11976256
0.004014550,1,4194304
0.004028050,2,11976256
0.004041600,1,4194304
0.004055100,2,11976256
0.004068650,1,4194304
0.004082150,2,11976256
0.004095700,1,4194304
0.004109200,2,11976256
0.004122750,1,4194304
0.004136250,2,11976256
0.004149750,1,4194304
0.004163300,2,11976256
0.004176800,1,4194304
0.004190350,2,11976256
0.004203850,1,4194304
0.004217400,2,11976256
0.004230900,1,4194304
0.004244450,2,11976256
0.004257950,1,4194304
0.004271500,2,11976256
0.004285000,1,4194304
0.004298550,2,11976256
0.004312050,1,4194304
0.004325550,2,11976256
0.004339100,1,4194304
0.004352600,2,11976256
0.004366150,1,4194304
0.004379650,2,11976256
0.004393200,1,4194304
0.004406700,2,11976256
0.004420250,1,4194304
0.004433750,2,11976256
0.004447300,1,4194304
0.004460800,2,11976256
0.004474350,1,4194304
0.004487850,2,11976256
0.004501400,1,4194304
0.004514900,2,11976256
0.004528400,1,4194304
0.004541950,2,11976256
0.004555450,1,4194304
0.004569000,2,11976256
0.004582500,1,4194304
0.004596050,2,11976256
0.004609550,1,4194304
0.004623100,2,11976256
0.004636600,1,4194304
0.004650150,2,11976256
0.004663650,1,4194304
0.004677200,2,11976256
0.004690700,1,4194304
0.004704200,2,11976256
0.004717750,1,4194304
0.004731250,2,11976256
0.004744800,1,4194304
0.004758300,2,11976256
0.004771850,1,4194304
0.004785350,2,11976256
0.004798900,1,4194304
0.004812400,2,11976256
0.004825950,1,4194304
0.004839450,2,11976256
0.004853000,1,4194304
0.004866500,2,11976256
0.004880000,1,4194304
0.004893550,2,11976256
0.004907050,1,4194304
0.004920600,2,11976256
0.004934100,1,4194304
0.004947650,2,11976256
0.004961150,1,4194304
0.004974700,2,11976256
0.004988200,1,4194304
0.005001750,2,11976256
0.005015250,1,4194304
0.005028800,2,11976256
0.005042300,1,4194304
0.005055850,2,11976256
0.005069350,1,4194304
0.005082850,2,11976256
0.005096400,1,4194304
0.005109900,2,11976256
0.005123450,1,4194304
0.005136950,2,11976256
0.005150500,1,4194304
0.005164000,2,11976256
0.005177550,1,4194304
0.005191050,2,11976256
0.005204600,1,4194304
0.005218100,2,11976256
0.005231650,1,4194304
0.005245150,2,11976256
0.005258650,1,4194304
0.005272200,2,11976256
0.005285700,1,4194304
0.005299250,2,11976256
0.005312750,1,4194304
0.005326300,2,11976256
0.005339800,1,4194304
0.005353350,2,11976256
0.005366850,1,4194304
0.005380400,2,11976256
0.005393900,1,4194304
0.005407450,2,11976256
0.005420950,1,4194304
0.005434500,2,11976256
0.005448000,1,4194304
0.005461500,2,11976256
0.005475050,1,4194304
0.005488550,2,11976256
0.005502100,1,4194304
0.005515600,2,11976256
0.005529150,1,4194304
0.005542650,2,11976256
0.005556200,1,4194304
0.005569700,2,11976256
0.005583250,1,4194304
0.005596750,2,11976256
0.005610300,1,4194304
0.005623800,2,11976256
0.005637300,1,4194304
0.005650850,2,11976256
0.005664350,1,4194304
0.005677900,2,11976256
0.005691400,1,4194304
0.005704950,2,11976256
0.005718450,1,4194304
0.005732000,2,11976256
0.005745500,1,4194304
0.005759050,2,11976256
0.005772550,1,4194304
0.005786100,2,11976256
0.005799600,1,4194304
0.005813100,2,11976256
0.005826650,1,4194304
0.005840150,2,11976256
0.005853700,1,4194304
0.005867200,2,11976256
0.005880750,1,4194304
0.005894250,2,11976256
0.005907800,1,4194304
0.005921300,2,11976256
0.005934850,1,4194304
0.005948350,2,11976256
0.005961900,1,4194304
0.005975400,2,11976256
0.005988950,1,4194304
0.006002450,2,11976256
0.006015950,1,4194304
0.006029500,2,11976256
0.006043000,1,4194304
0.006056550,2,11976256
0.006070050,1,4194304
0.006083600,2,11976256
0.006097100,1,4194304
0.006110650,2,11976256
0.006124150,1,4194304
0.006137700,2,11976256
0.006151200,1,4194304
0.006164750,2,11976256
0.006178250,1,4194304
0.006191750,2,11976256
0.006205300,1,4194304
0.006218800,2,11976256
0.006232350,1,4194304
0.006245850,2,11976256
0.006259400,1,4194304
0.006272900,2,11976256
0.006286450,1,4194304
0.006299950,2,11976256
0.006313500,1,4194304
0.006327000,2,11976256
0.006340550,1,4194304
0.006354050,2,11976256
0.006367550,1,4194304
0.006381100,2,11976256
0.006394600,1,4194304
0.006408150,2,11976256
0.006421650,1,4194304
0.006435200,2,11976256
0.006448700,1,4194304
0.006462250,2,11976256
0.006475750,1,4194304
0.006489300,2,11976256
0.006502800,1,4194304
0.006516350,2,11976256
0.006529850,1,4194304
0.006543400,2,11976256
0.006556900,1,4194304
0.006570400,2,11976256
0.006583950,1,4194304
0.006597450,2,11976256
0.006611000,1,4194304
0.006624500,2,11976256
0.006638050,1,4194304
0.006651550,2,11976256
0.006665100,1,4194304
0.006678600,2,11976256
0.006692150,1,4194304
0.006705650,2,11976256
0.006719200,1,4194304
0.006732700,2,11976256
0.006746200,1,4194304
0.006759750,2,11976256
0.006773250,1,4194304
0.006786800,2,11976256
0.006800300,1,4194304
0.006813850,2,11976256
0.006827350,1,4194304
0.006840900,2,11976256
0.006854400,1,4194304
0.006867950,2,11976256
0.006881450,1,4194304
0.006895000,2,11976256
0.006908500,1,4194304
0.006922000,2,11976256
0.006935550,1,4194304
0.006949050,2,11976256
0.006962600,1,4194304
0.006976100,2,11976256
0.006989650,1,4194304
0.007003150,2,11976256
0.007016700,1,4194304
0.007030200,2,11976256
0.007043750,1,4194304
0.007057250,2,11976256
0.007070800,1,4194304
0.007084300,2,11976256
0.007097850,1,4194304
0.007111350,2,11976256
0.007124850,1,4194304
0.007138400,2,11976256
0.007151900,1,4194304
0.007165450,2,11976256
0.007178950,1,4194304
0.007192500,2,11976256
0.007206000,1,4194304
0.007219550,2,11976256
0.007233050,1,4194304
0.007246600,2,11976256
0.007260100,1,4194304
0.007273650,2,11976256
0.007287150,1,4194304
0.007300650,2,11976256
0.007314200,1,4194304
0.007327700,2,11976256
0.007341250,1,4194304
0.007354750,2,11976256
0.007368300,1,4194304
0.007381800,2,11976256
0.007395350,1,4194304
0.007408850,2,11976256
0.007422400,1,4194304
0.007435900,2,11976256
0.007449450,1,4194304
0.007462950,2,11976256
0.007476450,1,4194304
0.007490000,2,11976256
0.007503500,1,4194304
0.007517050,2,11976256
0.007530550,1,4194304
0.007544100,2,11976256
0.007557600,1,4194304
0.007571150,2,11976256
0.007584650,1,4194304
0.007598200,2,11976256
0.007611700,1,4194304
0.007625250,2,11976256
0.007638750,1,4194304
0.007652300,2,11976256
0.007665800,1,4194304
0.007679300,2,11976256
0.007692850,1,4194304
0.007706350,2,11976256
0.007719900,1,4194304
0.007733400,2,11976256
0.007746950,1,7319004
0.007760450,2,14638008
0.007774000,1,7319004
0.007787500,2,14638008
0.007801050,1,7319004
0.007814550,2,14638008
0.007828100,1,7319004
0.007841600,2,14638008
0.007855100,1,7319004
0.007868650,2,14638008
0.007882150,1,7319004
0.007895700,2,14638008
0.007909200,1,7319004
0.007922750,2,14638008
0.007936250,1,7319004
0.007949800,2,14638008
0.007963300,1,7319004
0.007976850,2,14638008
0.007990350,1,7319004
0.008003900,2,14638008
0.008017400,1,7319004
0.008030900,2,14638008
0.008044450,1,7319004
0.008057950,2,14638008
0.008071500,1,7319004
0.008085000,2,14638008
0.008098550,1,7319004
0.008112050,2,14638008
0.008125600,1,7319004
0.008139100,2,14638008
0.008152650,1,7319004
0.008166150,2,14638008
0.008179700,1,7319004
0.008193200,2,14638008
0.008206750,1,7319004
0.008220250,2,14638008
0.008233750,1,7319004
0.008247300,2,14638008
0.008260800,1,7319004
0.008274350,2,14638008
0.008287850,1,7319004
0.008301400,2,14638008
0.008314900,1,7319004
0.008328450,2,14638008
0.008341950,1,7319004
0.008355500,2,14638008
0.008369000,1,7319004
0.008382550,2,14638008
0.008396050,1,7319004
0.008409550,2,14638008
0.008423100,1,7319004
0.008436600,2,14638008
0.008450150,1,7319004
0.008463650,2,14638008
0.008477200,1,7319004
0.008490700,2,14638008
0.008504250,1,7319004
0.008517750,2,14638008
0.008531300,1,7319004
0.008544800,2,14638008
0.008558350,1,7319004
0.008571850,2,14638008
0.008585350,1,7319004
0.008598900,2,14638008
0.008612400,1,7319004
0.008625950,2,14638008
0.008639450,1,7319004
0.008653000,2,14638008
0.008666500,1,7319004
0.008680050,2,14638008
0.008693550,1,7319004
0.008707100,2,14638008
0.008720600,1,7319004
0.008734150,2,14638008
0.008747650,1,7319004
0.008761200,2,14638008
0.008774700,1,7319004
0.008788200,2,14638008
0.008801750,1,7319004
0.008815250,2,14638008
0.008828800,1,7319004
0.008842300,2,14638008
0.008855850,1,7319004
0.008869350,2,14638008
0.008882900,1,7319004
0.008896400,2,14638008
0.008909950,1,7319004
0.008923450,2,14638008
0.008937000,1,7319004
0.008950500,2,14638008
0.008964000,1,7319004
0.008977550,2,14638008
0.008991050,1,7319004
0.009004600,2,14638008
0.009018100,1,7319004
0.009031650,2,14638008
0.009045150,1,7319004
0.009058700,2,14638008
0.009072200,1,7319004
0.009085750,2,14638008
0.009099250,1,7319004
0.009112800,2,14638008
0.009126300,1,7319004
0.009139800,2,14638008
0.009153350,1,7319004
0.009166850,2,14638008
0.009180400,1,7319004
0.009193900,2,14638008
0.009207450,1,7319004
0.009220950,2,14638008
0.009234500,1,7319004
0.009248000,2,14638008
0.009261550,1,7319004
0.009275050,2,14638008
0.009288600,1,7319004
0.009302100,2,14638008
0.009315650,1,7319004
0.009329150,2,14638008
0.009342650,1,7319004
0.009356200,2,14638008
0.009369700,1,7319004
0.009383250,2,14638008
0.009396750,1,7319004
0.009410300,2,14638008
0.009423800,1,7319004
0.009437350,2,14638008
0.009450850,1,7319004
0.009464400,2,14638008
0.009477900,1,7319004
0.009491450,2,14638008
0.009504950,1,7319004
0.009518450,2,14638008
0.009532000,1,7319004
0.009545500,2,14638008
0.009559050,1,7319004
0.009572550,2,14638008
0.009586100,1,7319004
0.009599600,2,14638008
0.009613150,1,7319004
0.009626650,2,14638008
0.009640200,1,7319004
0.009653700,2,14638008
0.009667250,1,7319004
0.009680750,2,14638008
0.009694250,1,7319004
0.009707800,2,14638008
0.009721300,1,7319004
0.009734850,2,14638008
0.009748350,1,7319004
0.009761900,2,14638008
0.009775400,1,7319004
0.009788950,2,14638008
0.009802450,1,7319004
0.009816000,2,14638008
0.009829500,1,7319004
0.009843050,2,14638008
0.009856550,1,7319004
0.009870100,2,14638008
0.009883600,1,7319004
0.009897100,2,14638008
0.009910650,1,7319004
0.009924150,2,14638008
0.009937700,1,7319004
0.009951200,2,14638008
0.009964750,1,7319004
0.009978250,2,14638008
0.009991800,1,7319004
0.010005300,2,14638008
0.010018850,1,7319004
0.010032350,2,14638008
0.010045900,1,7319004
0.010059400,2,14638008
0.010072900,1,7319004
0.010086450,2,14638008
0.010099950,1,7319004
0.010113500,2,14638008
0.010127000,1,7319004
0.010140550,2,14638008
0.010154050,1,7319004
0.010167600,2,14638008
0.010181100,1,7319004
0.010194650,2,14638008
0.010208150,1,7319004
0.010221700,2,14638008
0.010235200,1,7319004
0.010248700,2,14638008
0.010262250,1,7319004
0.010275750,2,14638008
0.010289300,1,7319004
0.010302800,2,14638008
0.010316350,1,7319004
0.010329850,2,14638008
0.010343400,1,7319004
0.010356900,2,14638008
0.010370450,1,7319004
0.010383950,2,14638008
0.010397500,1,7319004
0.010411000,2,14638008
0.010424550,1,7319004
0.010438050,2,14638008
0.010451550,1,7319004
0.010465100,2,14638008
0.010478600,1,7319004
0.010492150,2,14638008
0.010505650,1,7319004
0.010519200,2,14638008
0.010532700,1,7319004
0.010546250,2,14638008
0.010559750,1,7319004
0.010573300,2,14638008
0.010586800,1,7319004
0.010600350,2,14638008
0.010613850,1,7319004
0.010627350,2,14638008
0.010640900,1,7319004
0.010654400,2,14638008
0.010667950,1,7319004
0.010681450,2,14638008
0.010695000,1,7319004
0.010708500,2,14638008
0.010722050,1,7319004
0.010735550,2,14638008
0.010749100,1,7319004
0.010762600,2,14638008
0.010776150,1,7319004
0.010789650,2,14638008
0.010803150,1,7319004
0.010816700,2,14638008
0.010830200,1,7319004
0.010843750,2,14638008
0.010857250,1,7319004
0.010870800,2,14638008
0.010884300,1,7319004
0.010897850,2,14638008
0.010911350,1,7319004
0.010924900,2,14638008
0.010938400,1,7319004
0.010951950,2,14638008
0.010965450,1,7319004
0.010979000,2,14638008
0.010992500,1,7319004
0.011006000,2,14638008
0.011019550,1,7319004
0.011033050,2,14638008
0.011046600,1,7319004
0.011060100,2,14638008
0.011073650,1,7319004
0.011087150,2,14638008
0.011100700,1,7319004
0.011114200,2,14638008
0.011127750,1,7319004
0.011141250,2,14638008
0.011154800,1,7319004
0.011168300,2,14638008
0.011181800,1,7319004
0.011195350,2,14638008
0.011208850,1,7319004
0.011222400,2,14638008
0.011235900,1,7319004
0.011249450,2,14638008
0.011262950,1,7319004
0.011276500,2,14638008
0.011290000,1,7319004
0.011303550,2,14638008
0.011317050,1,7319004
0.011330600,2,14638008
0.011344100,1,7319004
0.011357600,2,14638008
0.011371150,1,7319004
0.011384650,2,14638008
0.011398200,1,7319004
0.011411700,2,14638008
0.011425250,1,7319004
0.011438750,2,14638008
0.011452300,1,7319004
0.011465800,2,14638008
0.011479350,1,7319004
0.011492850,2,14638008
0.011506400,1,7319004
0.011519900,2,14638008
0.011533450,1,7319004
0.011546950,2,14638008
0.011560450,1,7319004
0.011574000,2,14638008
0.011587500,1,7319004
0.011601050,2,14638008
0.011614550,1,4128694
0.011628100,2,8257388
0.011641600,1,4128694
0.011655150,2,8257388
0.011668650,1,4128694
0.011682200,2,8257388
0.011695700,1,4128694
0.011709250,2,8257388
0.011722750,1,4128694
0.011736250,2,8257388
0.011749800,1,4128694
0.011763300,2,8257388
0.011776850,1,4128694
0.011790350,2,8257388
0.011803900,1,4128694
0.011817400,2,8257388
0.011830950,1,4128694
0.011844450,2,8257388
0.011858000,1,4128694
0.011871500,2,8257388
0.011885050,1,4128694
0.011898550,2,8257388
0.011912050,1,4128694
0.011925600,2,8257388
0.011939100,1,4128694
0.011952650,2,8257388
0.011966150,1,4128694
0.011979700,2,8257388
0.011993200,1,4128694
0.012006750,2,8257388
0.012020250,1,4128694
0.012033800,2,8257388
0.012047300,1,4128694
0.012060850,2,8257388
0.012074350,1,4128694
0.012087900,2,8257388
0.012101400,1,4128694
0.012114900,2,8257388
0.012128450,1,4128694
0.012141950,2,8257388
0.012155500,1,4128694
0.012169000,2,8257388
0.012182550,1,4128694
0.012196050,2,8257388
0.012209600,1,4128694
0.012223100,2,8257388
0.012236650,1,4128694
0.012250150,2,8257388
0.012263700,1,4128694
0.012277200,2,8257388
0.012290700,1,4128694
0.012304250,2,8257388
0.012317750,1,4128694
0.012331300,2,8257388
0.012344800,1,4128694
0.012358350,2,8257388
0.012371850,1,4128694
0.012385400,2,8257388
0.012398900,1,4128694
0.012412450,2,8257388
0.012425950,1,4128694
0.012439500,2,8257388
0.012453000,1,4128694
0.012466550,2,8257388
0.012480050,1,4128694
0.012493550,2,8257388
0.012507100,1,4128694
0.012520600,2,8257388
0.012534150,1,4128694
0.012547650,2,8257388
0.012561200,1,4128694
0.012574700,2,8257388
0.012588250,1,4128694
0.012601750,2,8257388
0.012615300,1,4128694
0.012628800,2,8257388
0.012642350,1,4128694
0.012655850,2,8257388
0.012669350,1,4128694
0.012682900,2,8257388
0.012696400,1,4128694
0.012709950,2,8257388
0.012723450,1,4128694
0.012737000,2,8257388
0.012750500,1,4128694
0.012764050,2,8257388
0.012777550,1,4128694
0.012791100,2,8257388
0.012804600,1,4128694
0.012818150,2,8257388
0.012831650,1,4128694
0.012845150,2,8257388
0.012858700,1,4128694
0.012872200,2,8257388
0.012885750,1,4128694
0.012899250,2,8257388
0.012912800,1,4128694
0.012926300,2,8257388
0.012939850,1,4128694
0.012953350,2,8257388
0.012966900,1,4128694
0.012980400,2,8257388
0.012993950,1,4128694
0.013007450,2,8257388
0.013021000,1,4128694
0.013034500,2,8257388
0.013048000,1,4128694
0.013061550,2,8257388
0.013075050,1,4128694
0.013088600,2,8257388
0.013102100,1,4128694
0.013115650,2,8257388
0.013129150,1,4128694
0.013142700,2,8257388
0.013156200,1,4128694
0.013169750,2,8257388
0.013183250,1,4128694
0.013196800,2,8257388
0.013210300,1,4128694
0.013223800,2,8257388
0.013237350,1,4128694
0.013250850,2,8257388
0.013264400,1,4128694
0.013277900,2,8257388
0.013291450,1,4128694
0.013304950,2,8257388
0.013318500,1,4128694
0.013332000,2,8257388
0.013345550,1,4128694
0.013359050,2,8257388
0.013372600,1,4128694
0.013386100,2,8257388
0.013399600,1,4128694
0.013413150,2,8257388
0.013426650,1,4128694
0.013440200,2,8257388
0.013453700,1,4128694
0.013467250,2,8257388
0.013480750,1,4128694
0.013494300,2,8257388
0.013507800,1,4128694
0.013521350,2,8257388
0.013534850,1,4128694
0.013548400,2,8257388
0.013561900,1,4128694
0.013575450,2,8257388
0.013588950,1,4128694
0.013602450,2,8257388
0.013616000,1,4128694
0.013629500,2,8257388
0.013643050,1,4128694
0.013656550,2,8257388
0.013670100,1,4128694
0.013683600,2,8257388
0.013697150,1,4128694
0.013710650,2,8257388
0.013724200,1,4128694
0.013737700,2,8257388
0.013751250,1,4128694
0.013764750,2,8257388
0.013778250,1,4128694
0.013791800,2,8257388
0.013805300,1,4128694
0.013818850,2,8257388
0.013832350,1,4128694
0.013845900,2,8257388
0.013859400,1,4128694
0.013872950,2,8257388
0.013886450,1,4128694
0.013900000,2,8257388
0.013913500,1,4128694
0.013927050,2,8257388
0.013940550,1,4128694
0.013954050,2,8257388
0.013967600,1,4128694
0.013981100,2,8257388
0.013994650,1,4128694
0.014008150,2,8257388
0.014021700,1,4128694
0.014035200,2,8257388
0.014048750,1,4128694
0.014062250,2,8257388
0.014075800,1,4128694
0.014089300,2,8257388
0.014102850,1,4128694
0.014116350,2,8257388
0.014129900,1,4128694
0.014143400,2,8257388
0.014156900,1,4128694
0.014170450,2,8257388
0.014183950,1,4128694
0.014197500,2,8257388
0.014211000,1,4128694
0.014224550,2,8257388
0.014238050,1,4128694
0.014251600,2,8257388
0.014265100,1,4128694
0.014278650,2,8257388
0.014292150,1,4128694
0.014305700,2,8257388
0.014319200,1,4128694
0.014332700,2,8257388
0.014346250,1,4128694
0.014359750,2,8257388
0.014373300,1,4128694
0.014386800,2,8257388
0.014400350,1,4128694
0.014413850,2,8257388
0.014427400,1,4128694
0.014440900,2,8257388
0.014454450,1,4128694
0.014467950,2,8257388
0.014481500,1,4128694
0.014495000,2,8257388
0.014508500,1,4128694
0.014522050,2,8257388
0.014535550,1,4128694
0.014549100,2,8257388
0.014562600,1,4128694
0.014576150,2,8257388
0.014589650,1,4128694
0.014603200,2,8257388
0.014616700,1,4128694
0.014630250,2,8257388
0.014643750,1,4128694
0.014657300,2,8257388
0.014670800,1,4128694
0.014684350,2,8257388
0.014697850,1,4128694
0.014711350,2,8257388
0.014724900,1,4128694
0.014738400,2,8257388
0.014751950,1,4128694
0.014765450,2,8257388
0.014779000,1,4128694
0.014792500,2,8257388
0.014806050,1,4128694
0.014819550,2,8257388
0.014833100,1,4128694
0.014846600,2,8257388
0.014860150,1,4128694
0.014873650,2,8257388
0.014887150,1,4128694
0.014900700,2,8257388
0.014914200,1,4128694
0.014927750,2,8257388
0.014941250,1,4128694
0.014954800,2,8257388
0.014968300,1,4128694
0.014981850,2,8257388
0.014995350,1,4128694
0.015008900,2,8257388
0.015022400,1,4128694
0.015035950,2,8257388
0.015049450,1,4128694
0.015062950,2,8257388
0.015076500,1,4128694
0.015090000,2,8257388
0.015103550,1,4128694
0.015117050,2,8257388
0.015130600,1,4128694
0.015144100,2,8257388
0.015157650,1,4128694
0.015171150,2,8257388
0.015184700,1,4128694
0.015198200,2,8257388
0.015211750,1,4128694
0.015225250,2,8257388
0.015238800,1,4128694
0.015252300,2,8257388
0.015265800,1,4128694
0.015279350,2,8257388
0.015292850,1,4128694
0.015306400,2,8257388
0.015319900,1,4128694
0.015333450,2,8257388
0.015346950,1,4128694
0.015360500,2,8257388
0.015374000,1,4128694
0.015387550,2,8257388
0.015401050,1,4128694
0.015414600,2,8257388
0.015428100,1,4128694
0.015441600,2,8257388
0.015455150,1,4128694
0.015468650,2,8257388
0.015482200,1,4128694
0.015495700,2,8257388
0.015509250,1,4128694
0.015522750,2,8257388
0.015536300,1,4722830
0.015549800,2,2043165
0.015563350,1,4722830
0.015576850,2,2043165
0.015590400,1,4722830
0.015603900,2,2043165
0.015617400,1,4722830
0.015630950,2,2043165
0.015644450,1,4722830
0.015658000,2,2043165
0.015671500,1,4722830
0.015685050,2,2043165
0.015698550,1,4722830
0.015712100,2,2043165
0.015725600,1,4722830
0.015739150,2,2043165
0.015752650,1,4722830
