Time [s],Channel,Value
-0.010787225,1,38575
-0.010785075,2,37633
-0.010782900,1,38575
-0.010780750,2,37633
-0.010778575,1,38575
-0.010776425,2,37633
-0.010774275,1,38426
-0.010772100,2,37103
-0.010769950,1,38426
-0.010767775,2,37103
-0.010765625,1,38426
-0.010763450,2,37103
-0.010761300,1,38426
-0.010759150,2,37103
-0.010756975,1,38426
-0.010754825,2,37103
-0.010752650,1,38030
-0.010750500,2,37078
-0.010748325,1,38030
-0.010746175,2,37078
-0.010744025,1,38030
-0.010741850,2,37078
-0.010739700,1,38030
-0.010737525,2,37078
-0.010735375,1,38030
-0.010733225,2,37078
-0.010731050,1,37931
-0.010728900,2,36918
-0.010726725,1,37931
-0.010724575,2,36918
-0.010722400,1,37931
-0.010720250,2,36918
-0.010718100,1,37931
-0.010715925,2,36918
-0.010713775,1,37565
-0.010711600,2,36633
-0.010709450,1,37565
-0.010707275,2,36633
-0.010705125,1,37565
-0.010702975,2,36633
-0.010700800,1,37565
-0.010698650,2,36633
-0.010696475,1,37565
-0.010694325,2,36633
-0.010692175,1,37497
-0.010690000,2,36271
-0.010687850,1,37497
-0.010685675,2,36271
-0.010683525,1,37497
-0.010681350,2,36271
-0.010679200,1,37497
-0.010677050,2,36271
-0.010674875,1,37497
-0.010672725,2,36271
-0.010670550,1,37519
-0.010668400,2,35961
-0.010666225,1,37519
-0.010664075,2,35961
-0.010661925,1,37519
-0.010659750,2,35961
-0.010657600,1,37519
-0.010655425,2,35961
-0.010653275,1,37519
-0.010651125,2,35961
-0.010648950,1,37015
-0.010646800,2,35904
-0.010644625,1,37015
-0.010642475,2,35904
-0.010640300,1,37015
-0.010638150,2,35904
-0.010636000,1,37015
-0.010633825,2,35904
-0.010631675,1,37001
-0.010629500,2,35760
-0.010627350,1,37001
-0.010625200,2,35760
-0.010623025,1,37001
-0.010620875,2,35760
-0.010618700,1,37001
-0.010616550,2,35760
-0.010614375,1,37001
-0.010612225,2,35760
-0.010610075,1,36666
-0.010607900,2,35405
-0.010605750,1,36666
-0.010603575,2,35405
-0.010601425,1,36666
-0.010599250,2,35405
-0.010597100,1,36666
-0.010594950,2,35405
-0.010592775,1,36666
-0.010590625,2,35405
-0.010588450,1,36641
-0.010586300,2,35234
-0.010584150,1,36641
-0.010581975,2,35234
-0.010579825,1,36641
-0.010577650,2,35234
-0.010575500,1,36641
-0.010573325,2,35234
-0.010571175,1,36641
-0.010569025,2,35234
-0.010566850,1,36233
-0.010564700,2,34840
-0.010562525,1,36233
-0.010560375,2,34840
-0.010558200,1,36233
-0.010556050,2,34840
-0.010553900,1,36233
-0.010551725,2,34840
-0.010549575,1,36018
-0.010547400,2,34491
-0.010545250,1,36018
-0.010543100,2,34491
-0.010540925,1,36018
-0.010538775,2,34491
-0.010536600,1,36018
-0.010534450,2,34491
-0.010532275,1,36018
-0.010530125,2,34491
-0.010527975,1,35258
-0.010525800,2,34691
-0.010523650,1,35258
-0.010521475,2,34691
-0.010519325,1,35258
-0.010517150,2,34691
-0.010515000,1,35258
-0.010512850,2,34691
-0.010510675,1,35258
-0.010508525,2,34691
-0.010506350,1,35292
-0.010504200,2,34137
-0.010502050,1,35292
-0.010499875,2,34137
-0.010497725,1,35292
-0.010495550,2,34137
-0.010493400,1,35292
-0.010491225,2,34137
-0.010489075,1,35152
-0.010486925,2,33682
-0.010484750,1,35152
-0.010482600,2,33682
-0.010480425,1,35152
-0.010478275,2,33682
-0.010476125,1,35152
-0.010473950,2,33682
-0.010471800,1,35152
-0.010469625,2,33682
-0.010467475,1,34789
-0.010465300,2,33511
-0.010463150,1,34789
-0.010461000,2,33511
-0.010458825,1,34789
-0.010456675,2,33511
-0.010454500,1,34789
-0.010452350,2,33511
-0.010450175,1,34789
-0.010448025,2,33511
-0.010445875,1,34557
-0.010443700,2,33321
-0.010441550,1,34557
-0.010439375,2,33321
-0.010437225,1,34557
-0.010435075,2,33321
-0.010432900,1,34557
-0.010430750,2,33321
-0.010428575,1,34557
-0.010426425,2,33321
-0.010424250,1,33988
-0.010422100,2,33101
-0.010419950,1,33988
-0.010417775,2,33101
-0.010415625,1,33988
-0.010413450,2,33101
-0.010411300,1,33988
-0.010409125,2,33101
-0.010406975,1,33767
-0.010404825,2,32615
-0.010402650,1,33767
-0.010400500,2,32615
-0.010398325,1,33767
-0.010396175,2,32615
-0.010394025,1,33767
-0.010391850,2,32615
-0.010389700,1,33767
-0.010387525,2,32615
-0.010385375,1,33505
-0.010383200,2,32285
-0.010381050,1,33505
-0.010378900,2,32285
-0.010376725,1,33505
-0.010374575,2,32285
-0.010372400,1,33505
-0.010370250,2,32285
-0.010368075,1,33505
-0.010365925,2,32285
-0.010363775,1,33260
-0.010361600,2,31482
-0.010359450,1,33260
-0.010357275,2,31482
-0.010355125,1,33260
-0.010352975,2,31482
-0.010350800,1,33260
-0.010348650,2,31482
-0.010346475,1,33260
-0.010344325,2,31482
-0.010342150,1,32866
-0.010340000,2,31804
-0.010337850,1,32866
-0.010335675,2,31804
-0.010333525,1,32866
-0.010331350,2,31804
-0.010329200,1,32866
-0.010327050,2,31804
-0.010324875,1,32313
-0.010322725,2,31190
-0.010320550,1,32313
-0.010318400,2,31190
-0.010316225,1,32313
-0.010314075,2,31190
-0.010311925,1,32313
-0.010309750,2,31190
-0.010307600,1,32313
-0.010305425,2,31190
-0.010303275,1,31894
-0.010301100,2,31151
-0.010298950,1,31894
-0.010296800,2,31151
-0.010294625,1,31894
-0.010292475,2,31151
-0.010290300,1,31894
-0.010288150,2,31151
-0.010286000,1,31894
-0.010283825,2,31151
-0.010281675,1,32290
-0.010279500,2,30805
-0.010277350,1,32290
-0.010275175,2,30805
-0.010273025,1,32290
-0.010270875,2,30805
-0.010268700,1,32290
-0.010266550,2,30805
-0.010264375,1,32290
-0.010262225,2,30805
-0.010260050,1,31604
-0.010257900,2,30274
-0.010255750,1,31604
-0.010253575,2,30274
-0.010251425,1,31604
-0.010249250,2,30274
-0.010247100,1,31604
-0.010244950,2,30274
-0.010242775,1,31485
-0.010240625,2,30325
-0.010238450,1,31485
-0.010236300,2,30325
-0.010234125,1,31485
-0.010231975,2,30325
-0.010229825,1,31485
-0.010227650,2,30325
-0.010225500,1,31485
-0.010223325,2,30325
-0.010221175,1,30569
-0.010219025,2,29579
-0.010216850,1,30569
-0.010214700,2,29579
-0.010212525,1,30569
-0.010210375,2,29579
-0.010208200,1,30569
-0.010206050,2,29579
-0.010203900,1,30569
-0.010201725,2,29579
-0.010199575,1,30411
-0.010197400,2,29418
-0.010195250,1,30411
-0.010193075,2,29418
-0.010190925,1,30411
-0.010188775,2,29418
-0.010186600,1,30411
-0.010184450,2,29418
-0.010182275,1,30411
-0.010180125,2,29418
-0.010177975,1,30543
-0.010175800,2,28919
-0.010173650,1,30543
-0.010171475,2,28919
-0.010169325,1,30543
-0.010167150,2,28919
-0.010165000,1,30543
-0.010162850,2,28919
-0.010160675,1,29903
-0.010158525,2,28711
-0.010156350,1,29903
-0.010154200,2,28711
-0.010152025,1,29903
-0.010149875,2,28711
-0.010147725,1,29903
-0.010145550,2,28711
-0.010143400,1,29903
-0.010141225,2,28711
-0.010139075,1,29251
-0.010136925,2,28354
-0.010134750,1,29251
-0.010132600,2,28354
-0.010130425,1,29251
-0.010128275,2,28354
-0.010126100,1,29251
-0.010123950,2,28354
-0.010121800,1,29251
-0.010119625,2,28354
-0.010117475,1,29435
-0.010115300,2,27788
-0.010113150,1,29435
-0.010110975,2,27788
-0.010108825,1,29435
-0.010106675,2,27788
-0.010104500,1,29435
-0.010102350,2,27788
-0.010100175,1,29435
-0.010098025,2,27788
-0.010095875,1,28674
-0.010093700,2,27547
-0.010091550,1,28674
-0.010089375,2,27547
-0.010087225,1,28674
-0.010085050,2,27547
-0.010082900,1,28674
-0.010080750,2,27547
-0.010078575,1,28247
-0.010076425,2,26752
-0.010074250,1,28247
-0.010072100,2,26752
-0.010069950,1,28247
-0.010067775,2,26752
-0.010065625,1,28247
-0.010063450,2,26752
-0.010061300,1,28247
-0.010059125,2,26752
-0.010056975,1,28175
-0.010054825,2,26331
-0.010052650,1,28175
-0.010050500,2,26331
-0.010048325,1,28175
-0.010046175,2,26331
-0.010044000,1,28175
-0.010041850,2,26331
-0.010039700,1,28175
-0.010037525,2,26331
-0.010035375,1,27541
-0.010033200,2,26120
-0.010031050,1,27541
-0.010028900,2,26120
-0.010026725,1,27541
-0.010024575,2,26120
-0.010022400,1,27541
-0.010020250,2,26120
-0.010018075,1,27541
-0.010015925,2,26120
-0.010013775,1,27321
-0.010011600,2,25782
-0.010009450,1,27321
-0.010007275,2,25782
-0.010005125,1,27321
-0.010002950,2,25782
-0.010000800,1,27321
-0.009998650,2,25782
-0.009996475,1,27002
-0.009994325,2,25080
-0.009992150,1,27002
-0.009990000,2,25080
-0.009987850,1,27002
-0.009985675,2,25080
-0.009983525,1,27002
