Time [s],Channel,Value
-0.047281120,2,16254061
-0.047270800,1,16247649
-0.047260460,2,16254752
-0.047250140,1,16247685
-0.047239820,2,16255185
-0.047229500,1,16248485
-0.047219180,2,16255835
-0.047208860,1,16248501
-0.047198540,2,16256162
-0.047188220,1,16249128
-0.047177880,2,16256687
-0.047167560,1,16249768
-0.047157240,2,16256952
-0.047146920,1,16249732
-0.047136600,2,16257488
-0.047126280,1,16250440
-0.047115960,2,16258220
-0.047105640,1,16251251
-0.047095300,2,16258104
-0.047084980,1,16251691
-0.047074660,2,16259140
-0.047064340,1,16252172
-0.047054020,2,16258943
-0.047043700,1,16252846
-0.047033380,2,16260208
-0.047023060,1,16252928
-0.047012740,2,16260322
-0.047002400,1,16253273
-0.046992080,2,16260672
-0.046981760,1,16254127
-0.046971440,2,16261164
-0.046961120,1,16254608
-0.046950800,2,16262270
-0.046940480,1,16255397
-0.046930160,2,16262182
-0.046919820,1,16255470
-0.046909500,2,16263195
-0.046899180,1,16255998
-0.046888860,2,16263431
-0.046878540,1,16256687
-0.046868220,2,16264040
-0.046857900,1,16256803
-0.046847580,2,16264938
-0.046837240,1,16257417
-0.046826920,2,16264862
-0.046816600,1,16258112
-0.046806280,2,16265426
-0.046795960,1,16258287
-0.046785640,2,16266089
-0.046775320,1,16258732
-0.046765000,2,16266546
-0.046754660,1,16259407
-0.046744340,2,16267489
-0.046734020,1,16260450
-0.046723700,2,16267591
-0.046713380,1,16260418
-0.046703060,2,16267837
-0.046692740,1,16261790
-0.046682420,2,16268592
-0.046672100,1,16262033
-0.046661760,2,16269487
-0.046651440,1,16262140
-0.046641120,2,16269773
-0.046630800,1,16263162
-0.046620480,2,16270185
-0.046610160,1,16263416
-0.046599840,2,16270777
-0.046589520,1,16263657
-0.046579180,2,16271208
-0.046568860,1,16264906
-0.046558540,2,16272016
-0.046548220,1,16266195
-0.046537900,2,16272790
-0.046527580,1,16266417
-0.046517260,2,16273709
-0.046506940,1,16266183
-0.046496600,2,16273982
-0.046486280,1,16267538
-0.046475960,2,16274757
-0.046465640,1,16267553
-0.046455320,2,16274923
-0.046445000,1,16268418
-0.046434680,2,16275499
-0.046424360,1,16269020
-0.046414040,2,16276393
-0.046403700,1,16269373
-0.046393380,2,16276591
-0.046383060,1,16270104
-0.046372740,2,16277501
-0.046362420,1,16270579
-0.046352100,2,16278122
-0.046341780,1,16271054
-0.046331460,2,16278428
-0.046321120,1,16271800
-0.046310800,2,16279145
-0.046300480,1,16272398
-0.046290160,2,16279632
-0.046279840,1,16273064
-0.046269520,2,16280409
-0.046259200,1,16273624
-0.046248880,2,16280914
-0.046238540,1,16274182
-0.046228220,2,16281285
-0.046217900,1,16274989
-0.046207580,2,16282154
-0.046197260,1,16275139
-0.046186940,2,16283044
-0.046176620,1,16276383
-0.046166300,2,16283596
-0.046155960,1,16276790
-0.046145640,2,16284356
-0.046135320,1,16277108
-0.046125000,2,16284458
-0.046114680,1,16277704
-0.046104360,2,16285218
-0.046094040,1,16278739
-0.046083720,2,16286425
-0.046073400,1,16279258
-0.046063060,2,16286677
-0.046052740,1,16279498
-0.046042420,2,16287652
-0.046032100,1,16280539
-0.046021780,2,16287714
-0.046011460,1,16280549
-0.046001140,2,16288650
-0.045990820,1,16281726
-0.045980480,2,16289008
-0.045970160,1,16282372
-0.045959840,2,16289852
-0.045949520,1,16282907
-0.045939200,2,16290042
-0.045928880,1,16283290
-0.045918560,2,16290845
-0.045908240,1,16284178
-0.045897900,2,16291188
-0.045887580,1,16285312
-0.045877260,2,16292210
-0.045866940,1,16286136
-0.045856620,2,16293173
-0.045846300,1,16286216
-0.045835980,2,16293485
-0.045825660,1,16286958
-0.045815320,2,16294245
-0.045805000,1,16287380
-0.045794680,2,16295087
-0.045784360,1,16288324
-0.045774040,2,16295439
-0.045763720,1,16288525
-0.045753400,2,16296454
-0.045743080,1,16289316
-0.045732760,2,16297171
-0.045722420,1,16289856
-0.045712100,2,16297571
-0.045701780,1,16291349
-0.045691460,2,16298487
-0.045681140,1,16291731
-0.045670820,2,16299139
-0.045660500,1,16292491
-0.045650180,2,16299888
-0.045639840,1,16293236
-0.045629520,2,16300336
-0.045619200,1,16293724
-0.045608880,2,16301206
-0.045598560,1,16294106
-0.045588240,2,16301951
-0.045577920,1,16295370
-0.045567600,2,16302046
-0.045557260,1,16295885
-0.045546940,2,16303049
-0.045536620,1,16296365
-0.045526300,2,16303343
-0.045515980,1,16297342
-0.045505660,2,16304370
-0.045495340,1,16297781
-0.045485020,2,16304966
-0.045474680,1,16298274
-0.045464360,2,16305649
-0.045454040,1,16299144
-0.045443720,2,16306598
-0.045433400,1,16300283
-0.045423080,2,16307484
-0.045412760,1,16300715
-0.045402440,2,16307909
-0.045392120,1,16301332
-0.045381780,2,16308921
-0.045371460,1,16302363
-0.045361140,2,16309564
-0.045350820,1,16303317
-0.045340500,2,16309649
-0.045330180,1,16303707
-0.045319860,2,16311087
-0.045309540,1,16304364
-0.045299200,2,16311476
-0.045288880,1,16304949
-0.045278560,2,16312217
-0.045268240,1,16305756
-0.045257920,2,16312976
-0.045247600,1,16306973
-0.045237280,2,16313713
-0.045226960,1,16307140
-0.045216620,2,16314531
-0.045206300,1,16307894
-0.045195980,2,16315273
-0.045185660,1,16308915
-0.045175340,2,16316054
-0.045165020,1,16309428
-0.045154700,2,16316888
-0.045144380,1,16309987
-0.045134040,2,16317367
-0.045123720,1,16310936
-0.045113400,2,16318195
-0.045103080,1,16312087
-0.045092760,2,16319184
-0.045082440,1,16312487
-0.045072120,2,16319944
-0.045061800,1,16313440
-0.045051480,2,16320629
-0.045041140,1,16314353
-0.045030820,2,16321638
-0.045020500,1,16315143
-0.045010180,2,16321908
-0.044999860,1,16316042
-0.044989540,2,16322871
-0.044979220,1,16316298
-0.044968900,2,16324034
-0.044958560,1,16317295
-0.044948240,2,16324262
-0.044937920,1,16318090
-0.044927600,2,16325528
-0.044917280,1,16319063
-0.044906960,2,16326078
-0.044896640,1,16319723
-0.044886320,2,16326643
-0.044875980,1,16320520
-0.044865660,2,16327507
-0.044855340,1,16321349
-0.044845020,2,16327851
-0.044834700,1,16322262
-0.044824380,2,16329089
-0.044814060,1,16322616
-0.044803740,2,16329802
-0.044793400,1,16323678
-0.044783080,2,16330662
-0.044772760,1,16324480
-0.044762440,2,16331572
-0.044752120,1,16325326
-0.044741800,2,16332286
-0.044731480,1,16325961
-0.044721160,2,16333144
-0.044710840,1,16326870
-0.044700500,2,16334302
-0.044690180,1,16327364
-0.044679860,2,16334753
-0.044669540,1,16328304
-0.044659220,2,16336056
-0.044648900,1,16329844
-0.044638580,2,16336686
-0.044628260,1,16330589
-0.044617920,2,16337886
-0.044607600,1,16331213
-0.044597280,2,16338253
-0.044586960,1,16331734
-0.044576640,2,16339096
-0.044566320,1,16333597
-0.044556000,2,16340603
-0.044545680,1,16334404
-0.044535340,2,16341612
-0.044525020,1,16335297
-0.044514700,2,16342428
-0.044504380,1,16335956
-0.044494060,2,16343482
-0.044483740,1,16337043
-0.044473420,2,16343853
-0.044463100,1,16337872
-0.044452780,2,16344947
-0.044442440,1,16338654
-0.044432120,2,16345867
-0.044421800,1,16339635
-0.044411480,2,16346332
-0.044401160,1,16340537
-0.044390840,2,16347764
-0.044380520,1,16341708
-0.044370200,2,16348360
-0.044359860,1,16342180
-0.044349540,2,16349057
-0.044339220,1,16343010
-0.044328900,2,16350248
-0.044318580,1,16343744
-0.044308260,2,16351541
-0.044297940,1,16344634
-0.044287620,2,16352193
-0.044277280,1,16345715
-0.044266960,2,16352895
-0.044256640,1,16346560
-0.044246320,2,16353518
-0.044236000,1,16347425
-0.044225680,2,16354753
-0.044215360,1,16348834
-0.044205040,2,16355884
-0.044194700,1,16349195
-0.044184380,2,16356227
-0.044174060,1,16350364
-0.044163740,2,16357379
-0.044153420,1,16351277
-0.044143100,2,16357814
-0.044132780,1,16351876
-0.044122460,2,16359119
-0.044112120,1,16353034
-0.044101800,2,16360203
-0.044091480,1,16353835
-0.044081160,2,16360355
-0.044070840,1,16354967
-0.044060520,2,16362221
-0.044050200,1,16355740
-0.044039880,2,16363003
-0.044029560,1,16356844
-0.044019220,2,16363954
-0.044008900,1,16357788
-0.043998580,2,16364395
-0.043988260,1,16358752
-0.043977940,2,16365257
-0.043967620,1,16359544
-0.043957300,2,16366499
-0.043946980,1,16360466
-0.043936640,2,16367053
-0.043926320,1,16361349
-0.043916000,2,16368567
-0.043905680,1,16362443
-0.043895360,2,16369595
-0.043885040,1,16363053
-0.043874720,2,16369865
-0.043864400,1,16363972
-0.043854060,2,16371113
-0.043843740,1,16365509
-0.043833420,2,16371847
-0.043823100,1,16365571
-0.043812780,2,16372895
-0.043802460,1,16367299
-0.043792140,2,16373826
-0.043781820,1,16368093
-0.043771500,2,16374316
-0.043761160,1,16368956
-0.043750840,2,16375994
-0.043740520,1,16369680
-0.043730200,2,16376504
-0.043719880,1,16370601
-0.043709560,2,16378129
-0.043699240,1,16372018
-0.043688920,2,16378893
-0.043678580,1,16372717
-0.043668260,2,16379557
-0.043657940,1,16373568
-0.043647620,2,16380778
-0.043637300,1,16374690
-0.043626980,2,16381827
-0.043616660,1,16375125
-0.043606340,2,16382425
-0.043596000,1,16376648
-0.043585680,2,16383654
-0.043575360,1,16377665
-0.043565040,2,16384951
-0.043554720,1,16378689
-0.043544400,2,16385255
-0.043534080,1,16379422
-0.043523760,2,16386240
-0.043513420,1,16380644
-0.043503100,2,16387676
-0.043492780,1,16381405
-0.043482460,2,16388489
-0.043472140,1,16382095
-0.043461820,2,16389135
-0.043451500,1,16383034
-0.043441180,2,16390397
-0.043430860,1,16384189
-0.043420520,2,16391673
-0.043410200,1,16385538
-0.043399880,2,16392041
-0.043389560,1,16386272
-0.043379240,2,16393317
-0.043368920,1,16387580
-0.043358600,2,16394630
-0.043348280,1,16388533
-0.043337940,2,16395530
-0.043327620,1,16389428
-0.043317300,2,16396648
-0.043306980,1,16390028
-0.043296660,2,16397228
-0.043286340,1,16391466
-0.043276020,2,16398016
-0.043265700,1,16392157
-0.043255360,2,16399118
-0.043245040,1,16393327
-0.043234720,2,16399986
-0.043224400,1,16394179
-0.043214080,2,16401041
-0.043203760,1,16395147
-0.043193440,2,16402207
-0.043183120,1,16396059
-0.043172780,2,16402983
-0.043162460,1,16397579
-0.043152140,2,16404028
-0.043141820,1,16398785
-0.043131500,2,16405381
-0.043121180,1,16399536
-0.043110860,2,16406411
-0.043100540,1,16400261
-0.043090220,2,16407624
-0.043079880,1,16401731
-0.043069560,2,16408517
-0.043059240,1,16402630
-0.043048920,2,16409684
-0.043038600,1,16403334
-0.043028280,2,16410428
-0.043017960,1,16404579
-0.043007640,2,16411591
-0.042997300,1,16405855
-0.042986980,2,16412495
-0.042976660,1,16406429
-0.042966340,2,16413580
-0.042956020,1,16407722
-0.042945700,2,16414448
-0.042935380,1,16408634
-0.042925060,2,16415349
-0.042914720,1,16409500
-0.042904400,2,16416620
-0.042894080,1,16410773
-0.042883760,2,16417592
-0.042873440,1,16412290
-0.042863120,2,16419016
-0.042852800,1,16413066
-0.042842480,2,16419725
-0.042832140,1,16414119
-0.042821820,2,16420979
-0.042811500,1,16414787
-0.042801180,2,16421650
-0.042790860,1,16416132
-0.042780540,2,16422583
-0.042770220,1,16417010
-0.042759900,2,16423974
-0.042749580,1,16418280
-0.042739240,2,16425101
-0.042728920,1,16419151
-0.042718600,2,16425927
-0.042708280,1,16420703
-0.042697960,2,16427213
-0.042687640,1,16421625
-0.042677320,2,16428199
-0.042667000,1,16422541
-0.042656660,2,16429048
-0.042646340,1,16423792
-0.042636020,2,16430379
-0.042625700,1,16424453
-0.042615380,2,16431006
-0.042605060,1,16426016
-0.042594740,2,16432513
-0.042584420,1,16427972
-0.042574080,2,16434478
-0.042563760,1,16427972
-0.042553440,2,16434478
-0.042543120,1,16429176
-0.042532800,2,16435954
-0.042522480,1,16430245
-0.042512160,2,16436605
-0.042501840,1,16431270
-0.042491500,2,16437835
-0.042481180,1,16432487
-0.042470860,2,16439363
-0.042460540,1,16433716
-0.042450220,2,16440294
-0.042439900,1,16435109
-0.042429580,2,16441428
-0.042419260,1,16435925
-0.042408940,2,16442519
-0.042398600,1,16437018
-0.042388280,2,16443482
-0.042377960,1,16438138
-0.042367640,2,16444489
-0.042357320,1,16439279
-0.042347000,2,16445949
-0.042336680,1,16440243
-0.042326360,2,16446749
-0.042316020,1,16441396
-0.042305700,2,16448166
-0.042295380,1,16442587
-0.042285060,2,16449338
-0.042274740,1,16443559
-0.042264420,2,16450276
-0.042254100,1,16445102
-0.042243780,2,16451360
-0.042233440,1,16446077
-0.042223120,2,16452491
-0.042212800,1,16446861
-0.042202480,2,16453946
-0.042192160,1,16448252
-0.042181840,2,16454873
-0.042171520,1,16449305
-0.042161200,2,16455973
-0.042150860,1,16450290
-0.042140540,2,16457261
-0.042130220,1,16451403
-0.042119900,2,16458034
-0.042109580,1,16452690
-0.042099260,2,16459305
-0.042088940,1,16453821
-0.042078620,2,16460546
-0.042068300,1,16454817
-0.042057960,2,16461592
-0.042047640,1,16456555
-0.042037320,2,16462839
-0.042027000,1,16457514
-0.042016680,2,16464416
-0.042006360,1,16458399
-0.041996040,2,16464926
-0.041985720,1,16459789
-0.041975380,2,16465983
-0.041965060,1,16460909
-0.041954740,2,16467381
-0.041944420,1,16461850
-0.041934100,2,16468479
-0.041923780,1,16463208
-0.041913460,2,16469535
-0.041903140,1,16464541
-0.041892800,2,16470878
-0.041882480,1,16465605
-0.041872160,2,16472145
-0.041861840,1,16466468
-0.041851520,2,16473233
-0.041841200,1,16468176
-0.041830880,2,16474381
-0.041820560,1,16468891
-0.041810220,2,16475369
-0.041799900,1,16470028
-0.041789580,2,16476929
-0.041779260,1,16471349
-0.041768940,2,16478072
-0.041758620,1,16472209
-0.041748300,2,16479239
-0.041737980,1,16473983
-0.041727660,2,16480610
-0.041717320,1,16475167
-0.041707000,2,16481776
-0.041696680,1,16476234
-0.041686360,2,16482680
-0.041676040,1,16477381
-0.041665720,2,16483651
-0.041655400,1,16478374
-0.041645080,2,16485299
-0.041634740,1,16479886
-0.041624420,2,16486009
-0.041614100,1,16481020
-0.041603780,2,16487360
-0.041593460,1,16482112
-0.041583140,2,16488310
-0.041572820,1,16483546
-0.041562500,2,16489509
-0.041552160,1,16484351
-0.041541840,2,16490928
-0.041531520,1,16485811
-0.041521200,2,16492154
-0.041510880,1,16487278
-0.041500560,2,16493641
-0.041490240,1,16488428
-0.041479920,2,16494525
-0.041469580,1,16489450
-0.041459260,2,16496074
-0.041448940,1,16490575
-0.041438620,2,16496886
-0.041428300,1,16491882
-0.041417980,2,16498022
-0.041407660,1,16492970
-0.041397340,2,16499297
-0.041387020,1,16494157
-0.041376680,2,16500466
-0.041366360,1,16495198
-0.041356040,2,16501551
-0.041345720,1,16496430
-0.041335400,2,16502563
-0.041325080,1,16498284
-0.041314760,2,16503965
-0.041304440,1,16499252
-0.041294100,2,16505414
-0.041283780,1,16500244
-0.041273460,2,16506706
-0.041263140,1,16501194
-0.041252820,2,16508001
-0.041242500,1,16502750
-0.041232180,2,16509083
-0.041221860,1,16504114
-0.041211520,2,16510066
-0.041201200,1,16504856
-0.041190880,2,16511237
-0.041180560,1,16506283
-0.041170240,2,16512566
-0.041159920,1,16507512
-0.041149600,2,16513771
-0.041139280,1,16508228
-0.041128940,2,16514936
-0.041118620,1,16509927
-0.041108300,2,16516383
-0.041097980,1,16511296
-0.041087660,2,16517569
-0.041077340,1,16512275
-0.041067020,2,16518686
-0.041056700,1,16513852
-0.041046380,2,16520138
-0.041036040,1,16514829
-0.041025720,2,16521219
-0.041015400,1,16516200
-0.041005080,2,16522141
-0.040994760,1,16517032
-0.040984440,2,16523085
-0.040974120,1,16518406
-0.040963800,2,16524414
-0.040953460,1,16519494
-0.040943140,2,16526241
-0.040932820,1,16521030
-0.040922500,2,16527029
-0.040912180,1,16522011
-0.040901860,2,16528083
-0.040891540,1,16523057
-0.040881220,2,16529568
-0.040870880,1,16524286
-0.040860560,2,16530687
-0.040850240,1,16525672
-0.040839920,2,16532105
-0.040829600,1,16526922
-0.040819280,2,16532768
-0.040808960,1,16528176
-0.040798640,2,16534225
-0.040788300,1,16529811
-0.040777980,2,16535311
-0.040767660,1,16530433
-0.040757340,2,16536946
-0.040747020,1,16531686
-0.040736700,2,16537844
-0.040726380,1,16532790
-0.040716060,2,16539245
-0.040705740,1,16534232
-0.040695400,2,16540590
-0.040685080,1,16535308
-0.040674760,2,16541455
-0.040664440,1,16536697
-0.040654120,2,16542874
-0.040643800,1,16537727
-0.040633480,2,16543910
-0.040623160,1,16538647
-0.040612820,2,16544962
-0.040602500,1,16541461
-0.040592180,2,16547396
-0.040581860,1,16542803
-0.040571540,2,16549182
-0.040561220,1,16543545
-0.040550900,2,16550245
-0.040540580,1,16545220
-0.040530240,2,16551129
-0.040519920,1,16546177
-0.040509600,2,16552277
-0.040499280,1,16547660
-0.040488960,2,16553656
-0.040478640,1,16548651
-0.040468320,2,16554909
-0.040458000,1,16549690
-0.040447680,2,16556052
-0.040437340,1,16550980
-0.040427020,2,16557042
-0.040416700,1,16552402
-0.040406380,2,16558117
-0.040396060,1,16553152
-0.040385740,2,16559225
-0.040375420,1,16554623
-0.040365100,2,16560673
-0.040354760,1,16555687
-0.040344440,2,16561741
-0.040334120,1,16557166
-0.040323800,2,16562845
-0.040313480,1,16558105
-0.040303160,2,16564415
-0.040292840,1,16559085
-0.040282520,2,16565323
-0.040272180,1,16560568
-0.040261860,2,16566435
-0.040251540,1,16561793
-0.040241220,2,16567553
-0.040230900,1,16562877
-0.040220580,2,16568850
-0.040210260,1,16564262
-0.040199940,2,16569775
-0.040189600,1,16565164
-0.040179280,2,16571190
-0.040168960,1,16566581
-0.040158640,2,16572177
-0.040148320,1,16567615
-0.040138000,2,16573173
-0.040127680,1,16568464
-0.040117360,2,16574321
-0.040107020,1,16569973
-0.040096700,2,16575711
-0.040086380,1,16571027
-0.040076060,2,16576708
-0.040065740,1,16571851
-0.040055420,2,16577821
-0.040045100,1,16573466
-0.040034780,2,16579252
-0.040024460,1,16574696
-0.040014120,2,16580537
-0.040003800,1,16575808
-0.039993480,2,16581401
-0.039983160,1,16577114
-0.039972840,2,16582678
-0.039962520,1,16577918
-0.039952200,2,16584039
-0.039941880,1,16579447
-0.039931540,2,16584892
-0.039921220,1,16580493
-0.039910900,2,16585798
-0.039900580,1,16581704
-0.039890260,2,16587429
-0.039879940,1,16582965
-0.039869620,2,16587945
-0.039859300,1,16583504
-0.039848960,2,16589951
-0.039838640,1,16585132
-0.039828320,2,16590830
-0.039818000,1,16586144
-0.039807680,2,16591560
-0.039797360,1,16587628
-0.039787040,2,16593068
-0.039776720,1,16588561
-0.039766380,2,16594225
-0.039756060,1,16589845
-0.039745740,2,16595509
-0.039735420,1,16591343
-0.039725100,2,16596620
-0.039714780,1,16592068
-0.039704460,2,16597488
-0.039694140,1,16593083
-0.039683820,2,16599112
-0.039673480,1,16594361
-0.039663160,2,16600038
-0.039652840,1,16595912
-0.039642520,2,16601102
-0.039632200,1,16596763
-0.039621880,2,16602268
-0.039611560,1,16598280
-0.039601240,2,16603300
-0.039590900,1,16599235
-0.039580580,2,16604750
-0.039570260,1,16600348
-0.039559940,2,16605715
-0.039549620,1,16601766
-0.039539300,2,16607063
-0.039528980,1,16603156
-0.039518660,2,16608790
-0.039508320,1,16604046
-0.039498000,2,16610059
-0.039487680,1,16605175
-0.039477360,2,16611051
-0.039467040,1,16606039
-0.039456720,2,16612009
-0.039446400,1,16607600
-0.039436080,2,16613247
-0.039425740,1,16608948
-0.039415420,2,16614287
-0.039405100,1,16610175
-0.039394780,2,16615741
-0.039384460,1,16611370
-0.039374140,2,16616589
-0.039363820,1,16612279
-0.039353500,2,16618145
-0.039343180,1,16613604
-0.039332840,2,16619251
-0.039322520,1,16614800
-0.039312200,2,16620153
-0.039301880,1,16616253
-0.039291560,2,16621472
-0.039281240,1,16617325
-0.039270920,2,16622729
-0.039260600,1,16618490
-0.039250260,2,16623624
-0.039239940,1,16619667
-0.039229620,2,16625045
-0.039219300,1,16620963
-0.039208980,2,16626460
-0.039198660,1,16621852
-0.039188340,2,16627391
-0.039178020,1,16623055
-0.039167680,2,16628332
-0.039157360,1,16623899
-0.039147040,2,16629328
-0.039136720,1,16625433
-0.039126400,2,16631109
-0.039116080,1,16626966
-0.039105760,2,16632304
-0.039095440,1,16627991
-0.039085120,2,16633087
-0.039074780,1,16629290
-0.039064460,2,16634287
-0.039054140,1,16630346
-0.039043820,2,16635884
-0.039033500,1,16631609
-0.039023180,2,16636710
-0.039012860,1,16632436
-0.039002540,2,16637523
-0.038992200,1,16633732
-0.038981880,2,16638780
-0.038971560,1,16635189
-0.038961240,2,16640119
-0.038950920,1,16636118
-0.038940600,2,16641437
-0.038930280,1,16637601
-0.038919960,2,16642513
-0.038909620,1,16638399
-0.038899300,2,16643620
